bin_left,bin_right,bin_center,reference_density,implicit_reference_density,proposal_density,reweighted_density
-2.199114857512855,-2.1362830044410592,-2.1676989309769574,0.0005411257242609949,0.0008594366926962337,0.009549296585513707,0.0016315376165204854
-2.1362830044410592,-2.0734511513692633,-2.104867077905161,0.00041380202443487844,0.0002864788975654112,0.013528170162811085,0.0015218630901390657
-2.0734511513692633,-2.0106192982974678,-2.0420352248333655,0.00022281647469570535,0.00044563384065730946,0.0127323954473517,9.25507915428442e-05
-2.0106192982974678,-1.9477874452256716,-1.9792033717615696,0.00031830924956528995,0.00044563384065730475,0.011140846016432619,0.0010396348433727488
-1.9477874452256716,-1.8849555921538759,-1.9163715186897736,0.0003819710994783507,0.00044563384065730795,0.008753521870054263,0.00010742214938856062
-1.8849555921538759,-1.82212373908208,-1.853539665617978,0.0003183092495652911,0.00038197186342054827,0.015915494309189513,0.00036320956429092754
-1.82212373908208,-1.759291886010284,-1.790707812546182,0.00015915462478264554,0.0004138028520389273,0.01432394487827056,0.00012161628693187563
-1.759291886010284,-1.6964600329384882,-1.7278759594743862,0.00012732369982611688,0.00031830988618379135,0.017507043740108526,0.00031716544114632623
-1.6964600329384882,-1.6336281798666923,-1.6650441064025903,0.00015915462478264554,0.00031830988618379027,0.01989436788648689,0.001297388163464306
-1.6336281798666923,-1.5707963267948963,-1.6022122533307943,0.0005092947993044658,0.0004774648292756854,0.01432394487827056,0.00020591175347040537
-1.5707963267948963,-1.5079644737231006,-1.5393804002589984,0.0003819710994783507,0.0006366197723675827,0.016711269024649048,0.0005272615831312334
-1.5079644737231006,-1.4451326206513047,-1.4765485471872026,0.0003183092495652911,0.0008594366926962337,0.013528170162811085,0.0027622635655903996
-1.4451326206513047,-1.3823007675795087,-1.4137166941154067,0.0007957731239132278,0.0010822536130248867,0.01671126902464899,0.0009405575846127501
-1.3823007675795087,-1.319468914507713,-1.350884841043611,0.0010822514485219936,0.0017507043740108525,0.02069014260194644,0.0015161209096575402
-1.319468914507713,-1.256637061435917,-1.288052987971815,0.002291826596870096,0.002705634032562217,0.031035213902919547,0.0023152903164375504
-1.256637061435917,-1.1938052083641213,-1.225221134900019,0.0028011213961745716,0.0038833806114422545,0.031035213902919658,0.0013421970394928906
-1.1938052083641213,-1.1309733552923253,-1.1623892818282233,0.004774638743479366,0.005252113122032539,0.040584510488433256,0.0093385266172721
-1.1309733552923253,-1.0681415022205294,-1.0995574287564274,0.006843648865653759,0.0091036627448564,0.04138028520389273,0.0069692503198838275
-1.0681415022205294,-1.0053096491487334,-1.0367255756846314,0.01215941333339412,0.01400563499208677,0.044563384065730634,0.027687281759056385
-1.0053096491487334,-0.9424777960769379,-0.9738937226128357,0.02056277752191795,0.02237718499872061,0.05809155422854213,0.045619478843740555
-0.9424777960769379,-0.879645943005142,-0.91106186954104,0.032021910506268285,0.03533239736640072,0.0684366255295149,0.04379795506002151
-0.879645943005142,-0.816814089933346,-0.848230016469244,0.04519991343827134,0.0522028213341416,0.09390141642421812,0.04815959730111306
-0.816814089933346,-0.7539822368615501,-0.7853981633974481,0.06713142073331989,0.07817690804673888,0.12095775674984029,0.05285123927262424
-0.7539822368615501,-0.6911503837897541,-0.7225663103256521,0.09628854799350056,0.11007155864235467,0.14483099821362455,0.07883715674564416
-0.6911503837897541,-0.6283185307179586,-0.6597344572538564,0.12974285012281356,0.14572226589494022,0.16313381666919366,0.13507575747073955
-0.6283185307179586,-0.5654866776461627,-0.5969026041820606,0.16259236467795068,0.19085860775580063,0.19337325585665258,0.1659529354796421
-0.5654866776461627,-0.5026548245743667,-0.5340707511102647,0.1998982087270028,0.24166086559073355,0.20928875016584206,0.16213856502228685
-0.5026548245743667,-0.43982297150257077,-0.47123889803846875,0.23777700942527244,0.2949777715265184,0.24987326065427531,0.2041276202347237
-0.43982297150257077,-0.3769911184307748,-0.4084070449666728,0.2663611800362356,0.33206087326693,0.2785211504108165,0.25732564459073687
-0.3769911184307748,-0.31415926535897887,-0.34557519189487684,0.2973326700189384,0.3740459472545719,0.29284509528908703,0.26638141153891415
-0.31415926535897887,-0.25132741228718336,-0.2827433388230811,0.3039535024098986,0.39161665297191994,0.339000028785739,0.33168568178467744
-0.25132741228718336,-0.1884955592153874,-0.21991148575128538,0.3090464504029411,0.40418989347617684,0.3071690401673576,0.3044088440418767
-0.1884955592153874,-0.12566370614359146,-0.15707963267948943,0.30497209200850545,0.40075214670539194,0.2968239688663844,0.2563955861450249
-0.12566370614359146,-0.06283185307179551,-0.09424777960769348,0.2901070500538063,0.3898341176092879,0.30159861715914127,0.27031155352957725
-0.06283185307179551,4.440892098500626e-16,-0.03141592653589753,0.2713586352544107,0.3686346791894475,0.30478171602097914,0.2600112443245338
4.440892098500626e-16,0.06283185307179595,0.0314159265358982,0.24719896321240684,0.33355692973199613,0.28011269984173737,0.23969391204226376
0.06283185307179595,0.1256637061435919,0.09424777960769393,0.2279730845386615,0.30580030765676725,0.2379366399223832,0.196720670728437
0.1256637061435919,0.18849555921538785,0.15707963267948988,0.2027311610481339,0.27581551637825424,0.20849297545038262,0.18424282168068198
0.18849555921538785,0.2513274122871838,0.21991148575128583,0.1863382346955214,0.23574030170771507,0.21724649732043685,0.16719784731923712
0.2513274122871838,0.31415926535897976,0.2827433388230818,0.16507517682455997,0.20129917202262895,0.16870423967740883,0.10808312532362255
0.31415926535897976,0.3769911184307757,0.34557519189487773,0.1493825308209911,0.183919452236994,0.17666198683200357,0.14032995405135293
0.3769911184307757,0.4398229715025712,0.40840704496667346,0.1317481983950749,0.15890029518294918,0.14164789935178765,0.10891953505100749
0.4398229715025712,0.5026548245743672,0.4712388980384692,0.11452766799359174,0.1359819833777152,0.14403522349816508,0.12097905599430026
0.5026548245743672,0.5654866776461631,0.5340707511102651,0.1037688153582849,0.11748817899043698,0.12493663032713766,0.11268254218174202
0.5654866776461631,0.6283185307179591,0.5969026041820611,0.09129109277532549,0.10405550179348103,0.10265493829427234,0.08909057932824842
0.6283185307179591,0.691150383789755,0.659734457253857,0.0801502690405403,0.08829916242738342,0.11379578431070501,0.09224831540745457
0.691150383789755,0.7539822368615505,0.7225663103256528,0.0696460638048862,0.072097189220629,0.09788029000151618,0.06962748146426687
0.7539822368615505,0.8168140899333465,0.7853981633974485,0.06044692649244878,0.06254789263511479,0.07957747154594756,0.04019708871760591
0.8168140899333465,0.8796459430051424,0.8482300164692445,0.05182074582922939,0.05334873692440324,0.08196479569232598,0.03913831753371195
0.8796459430051424,0.9424777960769379,0.9110618695410402,0.04360836719044519,0.043735778361653085,0.07480282325319124,0.03048515025585193
0.9424777960769379,1.0053096491487343,0.9738937226128361,0.0339317660036598,0.03523690440054533,0.0740070485377307,0.034191028381432245
1.0053096491487343,1.0681415022205298,1.036725575684632,0.029984731309050633,0.033263383106206315,0.0636619772367585,0.04259916973526903
1.0681415022205298,1.1309733552923262,1.099557428756428,0.02371403909261402,0.026897185382530085,0.059683103659460245,0.019487036551552196
1.1309733552923262,1.1938052083641217,1.162389281828224,0.021294888795918124,0.023841410475166056,0.0509295817894068,0.011479298279503192
1.1938052083641217,1.2566370614359172,1.2252211349000195,0.0177934870506999,0.0185574663645151,0.07400704853773175,0.019131676014674606
1.2566370614359172,1.3194689145077136,1.2880529879718154,0.017125037626612542,0.018398311421422946,0.0501338070739466,0.012829335379602463
1.3194689145077136,1.3823007675795091,1.3508848410436114,0.016902221151917078,0.016297466172610176,0.0676408508140559,0.012005149031512957
1.3823007675795091,1.4451326206513055,1.4137166941154073,0.014896872879655517,0.015565353434387233,0.07480282325319017,0.014587034359789868
1.4451326206513055,1.507964473723101,1.4765485471872033,0.014546732705133906,0.015056057616493385,0.0803732462614076,0.018347283260459292
1.507964473723101,1.5707963267948966,1.5393804002589988,0.01636109542765608,0.01562901541162421,0.07002817496043434,0.013808976953215169
1.5707963267948966,1.633628179866693,1.6022122533307948,0.01626560265278626,0.017156902865306172,0.08753521870054169,0.012887291739069592
1.633628179866693,1.6964600329384885,1.6650441064025907,0.02154953619557036,0.019512396023066477,0.07241549910681279,0.016837016784039403
1.6964600329384885,1.7592918860102849,1.7278759594743867,0.025241923490527406,0.022663663896285702,0.09230986699329852,0.03113937597595087
1.7592918860102849,1.8221237390820804,1.7907078125461826,0.0321174032811381,0.028074931961410497,0.10345071300973256,0.02520885297992934
1.8221237390820804,1.8849555921538759,1.8535396656179781,0.044276816614532304,0.03670112987699128,0.11300000959524634,0.04464439654162551
1.8849555921538759,1.9477874452256723,1.916371518689774,0.058027776195752154,0.047300849086910894,0.15676761894551558,0.08084897050327218
1.9477874452256723,2.0106192982974678,1.97920337176157,0.079195341291845,0.06464873788392825,0.1607464925228152,0.09330075003140945
2.0106192982974678,2.073451151369264,2.042035224833366,0.10434177200750168,0.08807634550705414,0.16711269024648867,0.10507425433747786
2.073451151369264,2.1362830044410597,2.104867077905162,0.1496690091456009,0.11627860142293939,0.19576058000303237,0.17429976177728018
2.1362830044410597,2.199114857512856,2.167698930976958,0.20721932146700303,0.16074649252281295,0.24271128821513835,0.18542440101348054
2.199114857512856,2.2619467105846516,2.230530784048754,0.2641966771391935,0.2159414267870848,0.2880704469963322,0.22023108884638312
2.2619467105846516,2.324778563656447,2.2933626371205493,0.35169988984469264,0.28670171448574194,0.3421831276475769,0.4112084476603346
2.324778563656447,2.3876104167282435,2.3561944901923453,0.45524588872827615,0.3725817217781238,0.35014087480216677,0.43290167783278294
2.3876104167282435,2.450442269800039,2.4190263432641412,0.5677682084496137,0.4703028568365534,0.4504084889500664,0.5517860313254132
2.450442269800039,2.5132741228718354,2.481858196335937,0.7005349964432878,0.583016387534226,0.5085000431786013,0.7483014753087984
2.5132741228718354,2.576105975943631,2.544690049407733,0.8116567554665415,0.6777454096625309,0.572162020415367,0.8332791711051175
2.576105975943631,2.6389378290154264,2.6075219024795286,0.909759666182565,0.7648349945224167,0.6358239976521255,0.8572174952131255
2.6389378290154264,2.701769682087223,2.6703537555513246,0.9552778888703883,0.8203800696614768,0.6533310413922249,1.0507138604918556
2.701769682087223,2.7646015351590183,2.7331856086231205,0.9557553527447499,0.8344493666308119,0.6939155518806676,1.0415372630480115
2.7646015351590183,2.8274333882308147,2.7960174616949165,0.900719683494898,0.8068837304872841,0.6780000575714684,0.9034677387196444
2.8274333882308147,2.89026524130261,2.8588493147667124,0.8025531109289741,0.7277200617933863,0.5944437124482325,0.8750782776325294
2.89026524130261,2.9530970943744057,2.921681167838508,0.6677173128131159,0.6214682217852365,0.4559789119582827,0.7059155474404489
2.9530970943744057,3.015928947446202,2.984513020910304,0.5168705594441161,0.4964679294808541,0.3811760887050861,0.4735013939393503
3.015928947446202,3.0787608005179976,3.0473448739821,0.38722320209617933,0.3728363696870761,0.3031901665900623,0.3642910027212022
3.0787608005179976,3.141592653589793,3.1101767270538954,0.26524709766275895,0.2717093188464853,0.2037183271576272,0.2799628056406301
